Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBSH","Food Balances (-2013, old methodology and population)","46","Congo","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","3206","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","46","Congo","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","3284","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","46","Congo","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","3363","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","46","Congo","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","3449","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","46","Congo","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","3543","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","48","Costa Rica","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","4013","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","48","Costa Rica","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","4094","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","48","Costa Rica","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","4171","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","48","Costa Rica","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","4246","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","48","Costa Rica","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","4320","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","107","Côte d'Ivoire","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","16420","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","107","Côte d'Ivoire","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","16675","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","107","Côte d'Ivoire","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","16910","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","107","Côte d'Ivoire","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","17144","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","107","Côte d'Ivoire","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","17394","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","98","Croatia","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","4447","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","98","Croatia","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","4426","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","98","Croatia","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","4411","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","98","Croatia","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","4400","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","98","Croatia","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","4389","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","49","Cuba","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","11175","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","49","Cuba","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","11212","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","49","Cuba","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","11246","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","49","Cuba","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","11273","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","49","Cuba","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","11292","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","50","Cyprus","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","961","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","50","Cyprus","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","980","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","50","Cyprus","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","998","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","50","Cyprus","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","1016","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","50","Cyprus","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","1033","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","167","Czechia","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","10231","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","167","Czechia","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","10214","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","167","Czechia","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","10204","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","167","Czechia","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","10208","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","167","Czechia","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","10231","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","116","Democratic People's Republic of Korea","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","23043","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","116","Democratic People's Republic of Korea","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","23248","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","116","Democratic People's Republic of Korea","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","23449","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","116","Democratic People's Republic of Korea","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","23639","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","116","Democratic People's Republic of Korea","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","23813","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","54","Denmark","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","5355","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","54","Denmark","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","5369","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","54","Denmark","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","5383","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","54","Denmark","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","5399","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","54","Denmark","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","5418","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","72","Djibouti","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","734","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","72","Djibouti","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","744","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","72","Djibouti","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","755","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","72","Djibouti","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","766","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","72","Djibouti","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","777","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","55","Dominica","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","70","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","55","Dominica","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","70","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","55","Dominica","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","70","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","55","Dominica","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","70","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","55","Dominica","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","71","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","56","Dominican Republic","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","8799","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","56","Dominican Republic","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","8935","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","56","Dominican Republic","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","9071","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","56","Dominican Republic","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","9207","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","56","Dominican Republic","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","9343","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","58","Ecuador","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","12781","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","58","Ecuador","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","13030","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","58","Ecuador","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","13280","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","58","Ecuador","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","13529","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","58","Ecuador","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","13777","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","59","Egypt","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","67204","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","59","Egypt","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","68303","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","59","Egypt","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","69432","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","59","Egypt","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","70591","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","59","Egypt","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","71778","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","60","El Salvador","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","5985","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","60","El Salvador","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","6008","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","60","El Salvador","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","6029","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","60","El Salvador","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","6050","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","60","El Salvador","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","6073","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","63","Estonia","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","1357","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","63","Estonia","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","1348","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","63","Estonia","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","1339","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","63","Estonia","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","1332","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","63","Estonia","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","1325","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","209","Eswatini","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","1075","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","209","Eswatini","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","1082","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","209","Eswatini","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","1088","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","209","Eswatini","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","1095","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","209","Eswatini","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","1105","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","238","Ethiopia","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","67957","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","238","Ethiopia","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","69948","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","238","Ethiopia","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","71990","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","238","Ethiopia","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","74066","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","238","Ethiopia","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","76167","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","66","Fiji","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","815","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","66","Fiji","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","816","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","66","Fiji","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","817","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","66","Fiji","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","819","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","66","Fiji","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","822","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","67","Finland","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","5188","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","67","Finland","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","5200","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","67","Finland","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","5213","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","67","Finland","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","5228","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","67","Finland","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","5246","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","68","France","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","59601","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","68","France","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","60048","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","68","France","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","60528","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","68","France","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","61003","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","68","France","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","61445","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","70","French Polynesia","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","241","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","70","French Polynesia","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","245","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","70","French Polynesia","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","249","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","70","French Polynesia","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","252","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","70","French Polynesia","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","255","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","74","Gabon","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","1255","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","74","Gabon","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","1285","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","74","Gabon","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","1316","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","74","Gabon","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","1347","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","74","Gabon","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","1379","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","75","Gambia","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","1267","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","75","Gambia","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","1307","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","75","Gambia","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","1349","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","75","Gambia","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","1392","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","75","Gambia","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","1437","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","73","Georgia","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","4682","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","73","Georgia","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","4622","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","73","Georgia","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","4565","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","73","Georgia","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","4515","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","73","Georgia","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","4475","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","79","Germany","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","83583","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","79","Germany","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","83685","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","79","Germany","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","83788","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","79","Germany","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","83849","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","79","Germany","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","83836","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","81","Ghana","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","19293","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","81","Ghana","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","19786","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","81","Ghana","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","20302","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","81","Ghana","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","20836","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","81","Ghana","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","21384","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","84","Greece","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","11013","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","84","Greece","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","11026","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","84","Greece","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","11032","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","84","Greece","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","11035","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","84","Greece","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","11042","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","86","Grenada","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","102","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","86","Grenada","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","102","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","86","Grenada","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","102","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","86","Grenada","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","103","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","86","Grenada","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","103","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","89","Guatemala","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","11479","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","89","Guatemala","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","11766","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","89","Guatemala","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","12063","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","89","Guatemala","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","12368","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","89","Guatemala","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","12679","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","90","Guinea","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","8895","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","90","Guinea","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","9046","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","90","Guinea","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","9205","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","90","Guinea","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","9380","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","90","Guinea","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","9576","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","175","Guinea-Bissau","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","1302","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","175","Guinea-Bissau","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","1331","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","175","Guinea-Bissau","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","1361","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","175","Guinea-Bissau","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","1391","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","175","Guinea-Bissau","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","1422","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","91","Guyana","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","748","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","91","Guyana","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","751","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","91","Guyana","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","754","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","91","Guyana","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","757","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","91","Guyana","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","761","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","93","Haiti","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","8720","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","93","Haiti","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","8860","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","93","Haiti","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","8996","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","93","Haiti","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","9130","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","93","Haiti","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","9261","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","95","Honduras","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","6365","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","95","Honduras","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","6496","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","95","Honduras","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","6628","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","95","Honduras","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","6762","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","95","Honduras","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","6899","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","97","Hungary","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","10196","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","97","Hungary","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","10169","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","97","Hungary","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","10142","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","97","Hungary","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","10118","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","97","Hungary","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","10096","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","99","Iceland","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","284","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","99","Iceland","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","287","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","99","Iceland","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","290","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","99","Iceland","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","293","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","99","Iceland","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","297","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","100","India","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","1059501","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","100","India","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","1076706","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","100","India","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","1093787","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","100","India","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","1110626","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","100","India","511","Total Population - Both sexes","2501","Population","2005","2005","1000 persons","1127144","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","101","Indonesia","511","Total Population - Both sexes","2501","Population","2001","2001","1000 persons","211970","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","101","Indonesia","511","Total Population - Both sexes","2501","Population","2002","2002","1000 persons","215038","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","101","Indonesia","511","Total Population - Both sexes","2501","Population","2003","2003","1000 persons","218146","","Official data"
"FBSH","Food Balances (-2013, old methodology and population)","101","Indonesia","511","Total Population - Both sexes","2501","Population","2004","2004","1000 persons","221294","","Official data"
