Domain Code,Domain,Area Code (ISO3),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","ECU","Ecuador","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","-0.84","X","International reliable sources",""
"FS","Suite of Food Security Indicators","EGY","Egypt","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","-0.41","X","International reliable sources",""
"FS","Suite of Food Security Indicators","EGY","Egypt","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","-0.64","X","International reliable sources",""
"FS","Suite of Food Security Indicators","EGY","Egypt","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","-0.82","X","International reliable sources",""
"FS","Suite of Food Security Indicators","SLV","El Salvador","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","0.3","X","International reliable sources",""
"FS","Suite of Food Security Indicators","SLV","El Salvador","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","-0.18","X","International reliable sources",""
"FS","Suite of Food Security Indicators","SLV","El Salvador","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","-0.07","X","International reliable sources",""
"FS","Suite of Food Security Indicators","GNQ","Equatorial Guinea","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","-0.52","X","International reliable sources",""
"FS","Suite of Food Security Indicators","GNQ","Equatorial Guinea","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","0.11","X","International reliable sources",""
"FS","Suite of Food Security Indicators","GNQ","Equatorial Guinea","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","-0.06","X","International reliable sources",""
"FS","Suite of Food Security Indicators","ERI","Eritrea","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","-0.27","X","International reliable sources",""
"FS","Suite of Food Security Indicators","ERI","Eritrea","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","-0.72","X","International reliable sources",""
"FS","Suite of Food Security Indicators","ERI","Eritrea","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","-0.64","X","International reliable sources",""
"FS","Suite of Food Security Indicators","EST","Estonia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","0.93","X","International reliable sources",""
"FS","Suite of Food Security Indicators","EST","Estonia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","0.9","X","International reliable sources",""
"FS","Suite of Food Security Indicators","EST","Estonia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","0.7","X","International reliable sources",""
"FS","Suite of Food Security Indicators","SWZ","Eswatini","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","0.13","X","International reliable sources",""
"FS","Suite of Food Security Indicators","SWZ","Eswatini","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","0.07","X","International reliable sources",""
"FS","Suite of Food Security Indicators","SWZ","Eswatini","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","-0.01","X","International reliable sources",""
"FS","Suite of Food Security Indicators","ETH","Ethiopia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","-1.22","X","International reliable sources",""
"FS","Suite of Food Security Indicators","ETH","Ethiopia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","-1.41","X","International reliable sources",""
"FS","Suite of Food Security Indicators","ETH","Ethiopia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","-1.31","X","International reliable sources",""
"FS","Suite of Food Security Indicators","FJI","Fiji","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","0.47","X","International reliable sources",""
"FS","Suite of Food Security Indicators","FJI","Fiji","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","0.45","X","International reliable sources",""
"FS","Suite of Food Security Indicators","FJI","Fiji","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","0.39","X","International reliable sources",""
"FS","Suite of Food Security Indicators","FIN","Finland","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","1.76","X","International reliable sources",""
"FS","Suite of Food Security Indicators","FIN","Finland","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","1.69","X","International reliable sources",""
"FS","Suite of Food Security Indicators","FIN","Finland","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","1.62","X","International reliable sources",""
"FS","Suite of Food Security Indicators","FRA","France","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","0.93","X","International reliable sources",""
"FS","Suite of Food Security Indicators","FRA","France","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","0.18","X","International reliable sources",""
"FS","Suite of Food Security Indicators","FRA","France","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","0.35","X","International reliable sources",""
"FS","Suite of Food Security Indicators","PYF","French Polynesia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","","X","International reliable sources",""
"FS","Suite of Food Security Indicators","PYF","French Polynesia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","","X","International reliable sources",""
"FS","Suite of Food Security Indicators","PYF","French Polynesia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","","X","International reliable sources",""
"FS","Suite of Food Security Indicators","GAB","Gabon","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","0.41","X","International reliable sources",""
"FS","Suite of Food Security Indicators","GAB","Gabon","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","0.3","X","International reliable sources",""
"FS","Suite of Food Security Indicators","GAB","Gabon","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","0.41","X","International reliable sources",""
"FS","Suite of Food Security Indicators","GMB","Gambia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","0.83","X","International reliable sources",""
"FS","Suite of Food Security Indicators","GMB","Gambia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","0.32","X","International reliable sources",""
"FS","Suite of Food Security Indicators","GMB","Gambia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","0.17","X","International reliable sources",""
"FS","Suite of Food Security Indicators","GEO","Georgia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","-1.19","X","International reliable sources",""
"FS","Suite of Food Security Indicators","GEO","Georgia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","-1.3","X","International reliable sources",""
"FS","Suite of Food Security Indicators","GEO","Georgia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","-0.87","X","International reliable sources",""
"FS","Suite of Food Security Indicators","DEU","Germany","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","1.1","X","International reliable sources",""
"FS","Suite of Food Security Indicators","DEU","Germany","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","0.58","X","International reliable sources",""
"FS","Suite of Food Security Indicators","DEU","Germany","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","0.64","X","International reliable sources",""
"FS","Suite of Food Security Indicators","GHA","Ghana","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","-0.16","X","International reliable sources",""
"FS","Suite of Food Security Indicators","GHA","Ghana","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","0.03","X","International reliable sources",""
"FS","Suite of Food Security Indicators","GHA","Ghana","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","0.04","X","International reliable sources",""
"FS","Suite of Food Security Indicators","GRC","Greece","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","0.88","X","International reliable sources",""
"FS","Suite of Food Security Indicators","GRC","Greece","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","0.48","X","International reliable sources",""
"FS","Suite of Food Security Indicators","GRC","Greece","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","0.49","X","International reliable sources",""
"FS","Suite of Food Security Indicators","GRL","Greenland","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","","X","International reliable sources",""
"FS","Suite of Food Security Indicators","GRL","Greenland","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","","X","International reliable sources",""
"FS","Suite of Food Security Indicators","GRL","Greenland","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","","X","International reliable sources",""
"FS","Suite of Food Security Indicators","GRD","Grenada","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","0.92","X","International reliable sources",""
"FS","Suite of Food Security Indicators","GRD","Grenada","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","0.89","X","International reliable sources",""
"FS","Suite of Food Security Indicators","GRD","Grenada","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","0.88","X","International reliable sources",""
"FS","Suite of Food Security Indicators","GTM","Guatemala","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","-0.84","X","International reliable sources",""
"FS","Suite of Food Security Indicators","GTM","Guatemala","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","-0.78","X","International reliable sources",""
"FS","Suite of Food Security Indicators","GTM","Guatemala","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","-0.81","X","International reliable sources",""
"FS","Suite of Food Security Indicators","GIN","Guinea","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","-1.42","X","International reliable sources",""
"FS","Suite of Food Security Indicators","GIN","Guinea","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","-0.79","X","International reliable sources",""
"FS","Suite of Food Security Indicators","GIN","Guinea","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","-1.03","X","International reliable sources",""
"FS","Suite of Food Security Indicators","GNB","Guinea-Bissau","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","-0.73","X","International reliable sources",""
"FS","Suite of Food Security Indicators","GNB","Guinea-Bissau","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","-0.49","X","International reliable sources",""
"FS","Suite of Food Security Indicators","GNB","Guinea-Bissau","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","-0.38","X","International reliable sources",""
"FS","Suite of Food Security Indicators","GUY","Guyana","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","-0.56","X","International reliable sources",""
"FS","Suite of Food Security Indicators","GUY","Guyana","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","-0.44","X","International reliable sources",""
"FS","Suite of Food Security Indicators","GUY","Guyana","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","-0.56","X","International reliable sources",""
"FS","Suite of Food Security Indicators","HTI","Haiti","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","-1.26","X","International reliable sources",""
"FS","Suite of Food Security Indicators","HTI","Haiti","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","-1.32","X","International reliable sources",""
"FS","Suite of Food Security Indicators","HTI","Haiti","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","-1.99","X","International reliable sources",""
"FS","Suite of Food Security Indicators","HND","Honduras","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","-0.26","X","International reliable sources",""
"FS","Suite of Food Security Indicators","HND","Honduras","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","-0.38","X","International reliable sources",""
"FS","Suite of Food Security Indicators","HND","Honduras","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","-0.39","X","International reliable sources",""
"FS","Suite of Food Security Indicators","HUN","Hungary","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","1.26","X","International reliable sources",""
"FS","Suite of Food Security Indicators","HUN","Hungary","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","1.13","X","International reliable sources",""
"FS","Suite of Food Security Indicators","HUN","Hungary","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","0.83","X","International reliable sources",""
"FS","Suite of Food Security Indicators","ISL","Iceland","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","1.62","X","International reliable sources",""
"FS","Suite of Food Security Indicators","ISL","Iceland","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","1.52","X","International reliable sources",""
"FS","Suite of Food Security Indicators","ISL","Iceland","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","1.46","X","International reliable sources",""
"FS","Suite of Food Security Indicators","IND","India","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","-1.21","X","International reliable sources",""
"FS","Suite of Food Security Indicators","IND","India","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","-1.51","X","International reliable sources",""
"FS","Suite of Food Security Indicators","IND","India","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","-1.28","X","International reliable sources",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","-1.58","X","International reliable sources",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","-2.09","X","International reliable sources",""
"FS","Suite of Food Security Indicators","IDN","Indonesia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","-1.91","X","International reliable sources",""
"FS","Suite of Food Security Indicators","IRN","Iran (Islamic Republic of)","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","-0.77","X","International reliable sources",""
"FS","Suite of Food Security Indicators","IRN","Iran (Islamic Republic of)","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","-0.78","X","International reliable sources",""
"FS","Suite of Food Security Indicators","IRN","Iran (Islamic Republic of)","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","-0.76","X","International reliable sources",""
"FS","Suite of Food Security Indicators","IRQ","Iraq","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","-1.61","X","International reliable sources",""
"FS","Suite of Food Security Indicators","IRQ","Iraq","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","-2.39","X","International reliable sources",""
"FS","Suite of Food Security Indicators","IRQ","Iraq","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","-3.18","X","International reliable sources",""
"FS","Suite of Food Security Indicators","IRL","Ireland","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","1.51","X","International reliable sources",""
"FS","Suite of Food Security Indicators","IRL","Ireland","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","1.35","X","International reliable sources",""
"FS","Suite of Food Security Indicators","IRL","Ireland","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","1.17","X","International reliable sources",""
"FS","Suite of Food Security Indicators","ISR","Israel","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","-1.46","X","International reliable sources",""
"FS","Suite of Food Security Indicators","ISR","Israel","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","-1.52","X","International reliable sources",""
"FS","Suite of Food Security Indicators","ISR","Israel","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","-1.32","X","International reliable sources",""
"FS","Suite of Food Security Indicators","ITA","Italy","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","0.84","X","International reliable sources",""
"FS","Suite of Food Security Indicators","ITA","Italy","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","0.43","X","International reliable sources",""
"FS","Suite of Food Security Indicators","ITA","Italy","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","0.27","X","International reliable sources",""
"FS","Suite of Food Security Indicators","JAM","Jamaica","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","-0.21","X","International reliable sources",""
"FS","Suite of Food Security Indicators","JAM","Jamaica","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","-0.38","X","International reliable sources",""
"FS","Suite of Food Security Indicators","JAM","Jamaica","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","-0.35","X","International reliable sources",""
"FS","Suite of Food Security Indicators","JPN","Japan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","1.18","X","International reliable sources",""
"FS","Suite of Food Security Indicators","JPN","Japan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","1.03","X","International reliable sources",""
"FS","Suite of Food Security Indicators","JPN","Japan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","1.03","X","International reliable sources",""
"FS","Suite of Food Security Indicators","JOR","Jordan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","-0.46","X","International reliable sources",""
"FS","Suite of Food Security Indicators","JOR","Jordan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","-0.07","X","International reliable sources",""
"FS","Suite of Food Security Indicators","JOR","Jordan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","-0.23","X","International reliable sources",""
"FS","Suite of Food Security Indicators","KAZ","Kazakhstan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","0.36","X","International reliable sources",""
"FS","Suite of Food Security Indicators","KAZ","Kazakhstan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","0.36","X","International reliable sources",""
"FS","Suite of Food Security Indicators","KAZ","Kazakhstan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","0.07","X","International reliable sources",""
"FS","Suite of Food Security Indicators","KEN","Kenya","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","-1.19","X","International reliable sources",""
"FS","Suite of Food Security Indicators","KEN","Kenya","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","-1.26","X","International reliable sources",""
"FS","Suite of Food Security Indicators","KEN","Kenya","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","-1.09","X","International reliable sources",""
"FS","Suite of Food Security Indicators","KIR","Kiribati","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","","X","International reliable sources",""
"FS","Suite of Food Security Indicators","KIR","Kiribati","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","1.17","X","International reliable sources",""
"FS","Suite of Food Security Indicators","KIR","Kiribati","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","1.16","X","International reliable sources",""
"FS","Suite of Food Security Indicators","KWT","Kuwait","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","-0.15","X","International reliable sources",""
"FS","Suite of Food Security Indicators","KWT","Kuwait","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","0.29","X","International reliable sources",""
"FS","Suite of Food Security Indicators","KWT","Kuwait","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","0.34","X","International reliable sources",""
"FS","Suite of Food Security Indicators","KGZ","Kyrgyzstan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","-0.61","X","International reliable sources",""
"FS","Suite of Food Security Indicators","KGZ","Kyrgyzstan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","-1.1","X","International reliable sources",""
"FS","Suite of Food Security Indicators","KGZ","Kyrgyzstan","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","-1.18","X","International reliable sources",""
"FS","Suite of Food Security Indicators","LAO","Lao People's Democratic Republic","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","-0.1","X","International reliable sources",""
"FS","Suite of Food Security Indicators","LAO","Lao People's Democratic Republic","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","-1.23","X","International reliable sources",""
"FS","Suite of Food Security Indicators","LAO","Lao People's Democratic Republic","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","-0.61","X","International reliable sources",""
"FS","Suite of Food Security Indicators","LVA","Latvia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","0.94","X","International reliable sources",""
"FS","Suite of Food Security Indicators","LVA","Latvia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","1","X","International reliable sources",""
"FS","Suite of Food Security Indicators","LVA","Latvia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","0.62","X","International reliable sources",""
"FS","Suite of Food Security Indicators","LBN","Lebanon","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","-0.36","X","International reliable sources",""
"FS","Suite of Food Security Indicators","LBN","Lebanon","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","-0.46","X","International reliable sources",""
"FS","Suite of Food Security Indicators","LBN","Lebanon","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","-0.71","X","International reliable sources",""
"FS","Suite of Food Security Indicators","LSO","Lesotho","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","-0.05","X","International reliable sources",""
"FS","Suite of Food Security Indicators","LSO","Lesotho","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","0.1","X","International reliable sources",""
"FS","Suite of Food Security Indicators","LSO","Lesotho","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","0.36","X","International reliable sources",""
"FS","Suite of Food Security Indicators","LBR","Liberia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","-2.19","X","International reliable sources",""
"FS","Suite of Food Security Indicators","LBR","Liberia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","-2.16","X","International reliable sources",""
"FS","Suite of Food Security Indicators","LBR","Liberia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","-1.37","X","International reliable sources",""
"FS","Suite of Food Security Indicators","LBY","Libya","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","-0.1","X","International reliable sources",""
"FS","Suite of Food Security Indicators","LBY","Libya","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","0.12","X","International reliable sources",""
"FS","Suite of Food Security Indicators","LBY","Libya","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","0.36","X","International reliable sources",""
"FS","Suite of Food Security Indicators","LTU","Lithuania","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","0.89","X","International reliable sources",""
"FS","Suite of Food Security Indicators","LTU","Lithuania","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","1.05","X","International reliable sources",""
"FS","Suite of Food Security Indicators","LTU","Lithuania","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","0.77","X","International reliable sources",""
"FS","Suite of Food Security Indicators","LUX","Luxembourg","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","1.64","X","International reliable sources",""
"FS","Suite of Food Security Indicators","LUX","Luxembourg","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","1.44","X","International reliable sources",""
"FS","Suite of Food Security Indicators","LUX","Luxembourg","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","1.32","X","International reliable sources",""
"FS","Suite of Food Security Indicators","MDG","Madagascar","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","-0.23","X","International reliable sources",""
"FS","Suite of Food Security Indicators","MDG","Madagascar","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","0.62","X","International reliable sources",""
"FS","Suite of Food Security Indicators","MDG","Madagascar","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","0.24","X","International reliable sources",""
"FS","Suite of Food Security Indicators","MWI","Malawi","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","0","X","International reliable sources",""
"FS","Suite of Food Security Indicators","MWI","Malawi","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","0.04","X","International reliable sources",""
"FS","Suite of Food Security Indicators","MWI","Malawi","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","0.12","X","International reliable sources",""
"FS","Suite of Food Security Indicators","MYS","Malaysia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","0.54","X","International reliable sources",""
"FS","Suite of Food Security Indicators","MYS","Malaysia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","0.49","X","International reliable sources",""
"FS","Suite of Food Security Indicators","MYS","Malaysia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","0.35","X","International reliable sources",""
"FS","Suite of Food Security Indicators","MDV","Maldives","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","1.08","X","International reliable sources",""
"FS","Suite of Food Security Indicators","MDV","Maldives","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","1.03","X","International reliable sources",""
"FS","Suite of Food Security Indicators","MDV","Maldives","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","0.5","X","International reliable sources",""
"FS","Suite of Food Security Indicators","MLI","Mali","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","0.41","X","International reliable sources",""
"FS","Suite of Food Security Indicators","MLI","Mali","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","0.26","X","International reliable sources",""
"FS","Suite of Food Security Indicators","MLI","Mali","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","0.45","X","International reliable sources",""
"FS","Suite of Food Security Indicators","MLT","Malta","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","1.6","X","International reliable sources",""
"FS","Suite of Food Security Indicators","MLT","Malta","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","1.55","X","International reliable sources",""
"FS","Suite of Food Security Indicators","MLT","Malta","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","1.32","X","International reliable sources",""
"FS","Suite of Food Security Indicators","MHL","Marshall Islands","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","","X","International reliable sources",""
"FS","Suite of Food Security Indicators","MHL","Marshall Islands","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","1.17","X","International reliable sources",""
"FS","Suite of Food Security Indicators","MHL","Marshall Islands","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","1.13","X","International reliable sources",""
"FS","Suite of Food Security Indicators","MRT","Mauritania","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","0.38","X","International reliable sources",""
"FS","Suite of Food Security Indicators","MRT","Mauritania","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","0.06","X","International reliable sources",""
"FS","Suite of Food Security Indicators","MRT","Mauritania","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","-0.17","X","International reliable sources",""
"FS","Suite of Food Security Indicators","MUS","Mauritius","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2002","2002","index","1.12","X","International reliable sources",""
"FS","Suite of Food Security Indicators","MUS","Mauritius","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2003","2003","index","1.01","X","International reliable sources",""
"FS","Suite of Food Security Indicators","MUS","Mauritius","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2004","2004","index","0.97","X","International reliable sources",""
